Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
Alisson,br BRA,GK,Liverpool,29,1992,9,9,810,9.0,8,0.89,30,21,73.3,5,4,0,5,55.6,0,0,0,0,,0,1,0,8.3,0.29,+0.3,+0.03,54,93,58.1,267,48,24.7,31.0,53,50.9,42.0,77,8,10.4,12,1.33,16.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,90.0,90,9,0,,0,2.11,24,8,+16,+1.78,-3.22,22.7,10.7,+12.0,+1.33,-1.74,0,0,0,0,0,0,0,0,0,60,0,0,,Premier-League,9,2021-2022
Kepa Arrizabalaga,es ESP,GK,Chelsea,27,1994,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,0,0,0,0.4,0.18,+0.4,+0.36,6,8,75.0,26,6,30.8,30.0,4,0.0,9.3,8,1,12.5,1,1.00,18.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,10.0,90,1,0,,9,3.00,3,0,+3,+3.00,+0.78,1.9,0.8,+1.1,+1.13,+0.52,0,0,0,0,0,0,0,0,0,5,0,0,,Premier-League,9,2021-2022
Daniel Bachmann,at AUT,GK,Watford,27,1994,4,4,360,4.0,7,1.75,17,12,64.7,1,0,3,0,0.0,1,1,0,0,0.0,1,1,1,5.8,0.28,-0.2,-0.05,19,45,42.2,95,27,34.7,35.4,35,34.3,36.2,38,2,5.3,1,0.25,12.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,40.0,90,4,0,,5,0.75,3,7,-4,-1.00,-0.67,2.9,5.5,-2.6,-0.65,+0.19,0,0,0,0,0,0,0,0,0,18,0,0,,Premier-League,9,2021-2022
Asmir Begović,ba BIH,GK,Everton,34,1987,1,1,90,1.0,3,3.00,3,1,0.0,0,0,1,0,0.0,0,0,0,0,,0,0,1,0.9,0.31,-1.1,-1.08,5,16,31.3,11,2,72.7,50.5,12,66.7,49.6,5,1,20.0,0,0.00,15.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,10.0,90,1,0,,9,0.00,0,3,-3,-3.00,-3.33,0.7,1.3,-0.7,-0.67,-0.98,0,0,0,0,0,0,0,0,0,2,0,0,,Premier-League,9,2021-2022
Karl Darlow,eng ENG,GK,Newcastle Utd,31,1990,6,6,540,6.0,11,1.83,30,20,66.7,0,3,3,0,0.0,1,1,0,0,0.0,0,1,0,8.8,0.26,-2.2,-0.36,63,145,43.4,144,19,72.2,52.5,52,78.8,59.9,53,4,7.5,4,0.67,15.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,60.0,90,6,0,,1,0.50,6,11,-5,-0.83,+0.92,5.5,9.6,-4.1,-0.69,+0.54,0,1,1,0,0,0,0,0,1,26,0,0,,Premier-League,9,2021-2022
Ederson,br BRA,GK,Manchester City,28,1993,9,9,810,9.0,6,0.67,15,10,66.7,5,2,2,5,55.6,1,1,0,0,0.0,0,0,0,4.7,0.25,-1.3,-0.14,36,66,54.5,228,50,24.1,30.3,40,27.5,34.7,47,4,8.5,13,1.44,17.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,90.0,90,9,0,,0,1.89,18,6,+12,+1.33,-0.67,20.0,6.4,+13.7,+1.52,+0.66,0,1,1,0,0,0,0,0,1,44,0,0,,Premier-League,9,2021-2022
Łukasz Fabiański,pl POL,GK,West Ham,36,1985,10,10,900,10.0,11,1.10,38,25,71.1,6,2,2,3,30.0,0,0,0,0,,0,1,0,10.5,0.29,-0.5,-0.05,59,130,45.4,178,48,45.5,40.3,72,68.1,51.8,90,6,6.7,1,0.10,11.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,10,0,,0,2.00,20,11,+9,+0.90,,16.7,10.2,+6.5,+0.65,,0,0,0,0,0,0,0,0,0,32,0,0,,Premier-League,9,2021-2022
Álvaro Fernández,es ESP,GK,Brentford,23,1998,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,,0,0,0,3.4,0.67,+0.4,+0.36,3,15,20.0,38,8,31.6,31.4,8,37.5,33.9,8,0,0.0,2,2.00,13.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,10.0,90,1,0,,8,0.00,1,3,-2,-2.00,-2.22,0.7,2.2,-1.5,-1.48,-1.83,0,0,0,0,0,0,0,0,0,10,0,0,,Premier-League,9,2021-2022
Ben Foster,eng ENG,GK,Watford,38,1983,6,6,540,6.0,11,1.83,26,15,57.7,2,1,3,0,0.0,0,0,0,0,,0,2,0,10.1,0.39,-0.9,-0.15,59,135,43.7,139,20,61.9,48.7,58,84.5,62.6,61,4,6.6,7,1.17,18.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,60.0,90,6,0,,2,1.17,9,11,-2,-0.33,+0.67,8.2,13.2,-5.0,-0.84,-0.19,0,0,1,0,0,0,0,0,0,27,0,0,,Premier-League,9,2021-2022
David de Gea,es ESP,GK,Manchester Utd,30,1990,10,10,900,10.0,15,1.50,42,27,64.3,5,2,3,2,20.0,1,0,1,0,100.0,0,2,1,15.3,0.37,+1.3,+0.13,34,65,52.3,152,31,23.7,30.3,77,37.7,35.4,75,4,5.3,2,0.20,13.4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,90,10,0,,0,1.70,19,15,+4,+0.40,,14.9,15.4,-0.5,-0.05,,0,0,0,0,0,0,0,0,0,28,0,0,,Premier-League,9,2021-2022
